customer_id,full_name,dob,nationality,id_type,id_number,type
C728081,Mahmoud AlSayid,1979-04-12,SA,,,individual
C800452,Moussavi Mortiza,1977-07-13,IR,,,individual
C709606,Nasrine Moussavi,1997-11-21,IR,,,individual
C508522,Hanen ElSayid,1951-01-28,LB,,,individual
C106736,Azeez Rashed,1962-03-04,SA,,,individual
C706901,Тимур Сергеевич Семёнов,1990-04-21,LB,,,individual
C263789,Jen J. Nguyễn,1953-07-27,CA,,,individual
C352417,CASPIAN,,MX,registration,REG-265713,entity
C688833,Tom M. Nguyen,1986-04-08,MX,,,individual
C934462,Maxim Belousow,1960-03-26,RU,,,individual
C796100,Boris Lebedew,1983-11-23,BY,,,individual
C567572,Fahd Barakat,1992-01,JO,,,individual
C945805,Valentina Sergeyevna Tkachenko,1970-04-17,BY,,,individual
C875968,Salma ben Mustafah al-Masri,1969-06-25,JO,,,individual
C577071,"Stepanov, Denis Petrovich",,KZ,passport,KZ85180902,individual
C150365,Volga Engineering Joint Stock Company,,RU,,,entity
C802602,فاطمة الخطيب,,IQ,,,individual
C753824,Kamren Yazdani,,IR,,,individual
C720866,Maxim Bykov,2000-09-01,YE,,,individual
C148404,Dmitry Kiselev,1975-07-17,KZ,,,individual
C635193,Layla Nasrala,1959-06-18,SA,,,individual
C358308,Masoud Yazdani,1972-06-25,IR,,,individual
C685084,Denis Nowikow,1978-06-03,BY,,,individual
C613342,Oxana Popowa,1950-04-16,BY,,,individual
C989232,Nilloufare Farahani,,AF,,,individual
C966289,Aishah ibn Yusof Ad-Dschabouri,1977-09-17,AE,,,individual
C884038,Majide Salihi,2000-11-06,SY,,,individual
C184841,Yelena Pavloffa,1970-08-22,AF,,,individual
C447891,Fatimmih Mohammadi,1971-05-12,AF,,,individual
C425396,Vasily Fedorov,,IQ,,,individual
C916782,Khadijah ibn Kammal el-Hashemi,1973-07-10,LB,,,individual
C886319,Atlas Group,,CA,registration,REG-254030,entity
C694102,Saed Al-Ameen,1950-04-17,SA,,,individual
C596940,Alexei Yashin,,BY,,,individual
C793115,Vicky Dubois,1961-02-01,GB,,,individual
C363309,Laillah Karemi,1996-04-27,AF,,,individual
C461055,Konstantin Vladimirovitch Kravtchenko,1977,KZ,,,individual
C985302,"Mahdi, Marwen",1985-09-15,SA,,,individual
C479065,Orion Logistics Co.,,GB,,,entity
C620644,Mariam Mahdie,,EG,,,individual
C847042,Bijen Sadighi,1950-04-01,AF,,,individual
C493214,Hamid A.,,JO,passport,JO55875321,individual
C354121,Elisaweta Tschernowa,1957-12-21,RU,,,individual
C281127,Yegorova Yulya Ivanovna,,UA,,,individual
C729285,Bashar b. Sammer Sallih,1959-07-11,SY,,,individual
C460814,Crystal Metals GmbH,,YE,,,entity
C164310,Paresah Rahmani,,IR,,,individual
C808517,José Silva,,US,,,individual
C742578,Евгений Смирнов,1976-02-18,BY,,,individual
C468279,"Aral Trading, GmbH",,LB,,,entity
C629031,"Semionoff, Andrey",1978-10-08,RU,,,individual
C695633,Margaret Larson,1981-01-24,BR,passport,BR34958139,individual
C356094,Kit M. Olson,1986-01-10,BR,,,individual
C479994,ZHANG INDUSTRIES FZE,,IR,,,entity
C259662,Majed Sabah,2000-02-13,LB,,,individual
C688920,Pedro A. Weis,,MX,,,individual
C632865,Jose M. Bianci,1998-06,DE,,,individual
C218984,Katherine J. Fischer,1987-05-04,US,passport,US35606905,individual
C756906,Fiodor Makarov,1991-10-22,UA,,,individual
C829596,Tarek al-Khateb,1982-07-27,IQ,,,individual
C428639,Gennady Orlow,1970-02-24,UA,,,individual
C806631,Gennady Pawlow,1995,RU,,,individual
C981492,MV Coral Reef One,,CM,,,vessel
C549419,Abd el-Careme Salih,1957-12-01,SA,,,individual
C154100,Ameer Rezai,1992-03-06,FR,,,individual
C732152,"Fernandes, Andrew",1983-11-10,DE,passport,DE51505433,individual
C136903,Yuan Aviation OAO,,LB,,,entity
C124716,Billal Hakem,1965-08-17,YE,,,individual
C826577,Golnaze Akbari,,DE,,,individual
C761627,Edward J. Mayer,1988-09-03,GB,,,individual
C462291,Arkady Zakharov,1979,BY,,,individual
C128529,Gennady Yashin,1967-05-12,UA,,,individual
C136490,Nasren Sadighi,1962-08-16,AF,,,individual
C937746,"Sokolov, Aleksey",1999-06-18,BY,,,individual
C664020,"Shishkin, Konstantin",,KZ,,,individual
C541985,Jamie Hernandez,1953-11-11,AU,,,individual
C671684,Benny J. Bianci,2000-04-13,CA,,,individual
C695526,Maxim Nikolaevitsch Petrow,1977-01-23,UA,,,individual
C410036,Zahra Tabrezi,1959-04-13,AF,,,individual
C400478,Onyx Industries,,MX,,,entity
C894629,Marija Jakowlewa,1986-02-08,KZ,,,individual
C122687,Oleg Mikhailovich Smirnov,1956-11-06,KZ,,,individual
C996530,"Sorenson, Katherine J.",1974-02-15,AU,,,individual
C531563,Nicholas M. Rodrigues,1971-05-28,AU,,,individual
C474099,Billal el-Chamsi,,IQ,passport,IQ19626875,individual
C496628,Zaynab b. Ismayl Sulten,1951-10-06,IQ,,,individual
C696599,Dmitry Volkov,1955-06-05,UA,,,individual
C536313,Pawel Petrovitsch Zwetkow,1990-03-28,KZ,,,individual
C723678,Michail Shukow,1985,KZ,,,individual
C314302,Hasan Hakem,1959-06-09,SA,,,individual
C259070,Ismayl Al Zahrani,1963-12-28,SA,,,individual
C764669,Lotus Aviation Free Zone Establishment,,FR,,,entity
C183504,"Tsvetkova, Galina",,KZ,,,individual
C546663,Volga Aviation Limited Liability Company,,DE,,,entity
C883807,Sameere Kasime,1997-10-11,YE,,,individual
C228828,Maxim Grishin,,BY,,,individual
C754008,Valentina Vladimirovna Yashina,1986-05-06,KZ,,,individual
C784661,Charles Hernández,1979-01-01,GB,,,individual
C664826,Edward Johansson,1995-07-20,BR,,,individual
C561416,MV Ocean Pearl II,,PA,,,vessel
C394011,Mahsa Akbari,1994-03-27,IR,,,individual
C748725,Arkady Alexandrovich Belousov,1974-06-13,BY,,,individual
C649546,Doctor,,CA,,,individual
C688450,Edward J. Nguyen,1989-06-27,CA,passport,CA82472593,individual
C777929,M/T Crimson Dawn III,,MH,,,vessel
C622075,Marina Ivanovna Stepanova,,BY,,,individual
C741471,Nicholas J. Schmidt,1994-04-12,FR,,,individual
C657458,Bengal Tiger Alpha,,MH,imo,IMO9900715,vessel
C172211,Steve Le Fevre,1976,FR,,,individual
C281443,"Esfahani, Mortezah",1977-11-05,AF,,,individual
C868172,Ghanim Faysal b. Abdul Azeez,,AE,,,individual
C609909,MV Green Meadow Star,,RU,imo,IMO9882862,vessel
C541355,Aishah Tahah,1981,JO,,,individual
C936400,Karemmi Nasren,1975-09-13,IR,,,individual
C921118,Natalya Kravchenko,1952-10-13,KZ,,,individual
C224211,Danny J. Nguyen,,AU,,,individual
C830390,Fatimmih Yazdani,1957-10-17,IR,,,individual
C366822,Leonid Makarow,1961-03-06,BY,,,individual
C744393,Danny Schmidt,1952-11-08,MX,,,individual
C615313,Kseniya Nikolaeva,1996-03-11,UA,,,individual
C537523,Michael A. de la Cruz,1975-06-02,DE,,,individual
C621642,Cavih Tehrani,,IR,,,individual
C935235,Arasch Haschimmi,1952-11-15,IR,,,individual
C909282,William Kowalsky,1991-06-19,AU,,,individual
C592042,Leillah Rahmani,1963-04-12,AF,,,individual
C807634,Zeng Maritime G.m.b.H.,,IQ,,,entity
C390505,Yazdany Behrouz,1965-10,IR,,,individual
C563787,John J. Silva,1972-08-27,GB,,,individual
C397141,Nour bin Karem Khoury,1974-05-23,SY,,,individual
C246998,"Jafari, Mahsah",,IR,,,individual
C186689,Mahsah Rahmani,,EG,,,individual
C500534,Azez Hanen,1991-07-26,EG,,,individual
C427021,"AsSabahe, Muhammade",1960-03-23,JO,,,individual
C984961,"Shishkin, Gennady",1951-09,RU,,,individual
C940378,Fahd Hamden,1994-08-27,SA,,,individual
C431989,Marwen Hakem,,SY,,,individual
C250422,Laylah Nasralla,1957-09-18,YE,,,individual
C726128,Alexeiy Mikhailovich Kovalenko,1970-01,RU,,,individual
C490247,Pamir Textiles GmbH,,YE,,,entity
C380135,Rania Hakem,1984-01-10,SA,,,individual
C840698,Hossein Mohamadi,1954-02-04,AF,,,individual
C486737,"Rostammie, Fatemeh",,IR,,,individual
C206070,Arkady Sokolov,1952-08-03,BY,,,individual
C595632,Majeed Esfahani,1954,CA,,,individual
C393913,Dick Ferreyra,1952-07-13,DE,,,individual
C869751,Viktoriya Chaikovskaya,1973-03-01,RU,,,individual
C322785,Chahrame Ghassimmi,,IR,,,individual
C643059,Fatemma Awed,,YE,,,individual
C830033,Ali Darwesh,1993-10-27,EG,,,individual
C397795,Svetlana Sokolova,1957-10-18,RU,,,individual
C405944,Alex Dubois,1988-03-14,GB,,,individual
C350991,Dottie Larsen,,CA,,,individual
C700317,Fatimmih Tabrizy,1999-03-07,AF,,,individual
C545800,"MacDonald, Sasha A.",,MX,,,individual
C695387,Artiom Mikhailovich Tkachenko,1985-11,RU,,,individual
C157521,Nicholas J. García,,FR,,,individual
C150236,Walleed ElRashed,1965-03-20,YE,,,individual
C344769,"Rezaai, Maryam",1967-04,IR,,,individual
C497568,Sun Dancer One,,LR,,,vessel
C757838,"Bianchi, Suzy A.",,BR,passport,BR14269117,individual
C318768,Siavash Mahmoudi,1963-02-12,AF,,,individual
C812446,Chuck M. Dubois,1975-11-03,BR,,,individual
C447422,Kamchatka Freight,,SA,,,entity
C428784,Jose J. Hernandez,2000-11-28,FR,,,individual
C528330,Polar Bear,,KM,imo,IMO9896464,vessel
C881060,Yekaterina Nikolaeva,,RU,,,individual
C424893,ZHAO METALS Ltd.,,FR,,,entity
C175820,"Taha, Tareek b. Hischam",1980,YE,,,individual
C992254,M/T Morning Glory Star,,IR,,,vessel
C999827,Babak Rezai,1996-08,AF,,,individual
C944004,Ali ElHashemi,,SA,,,individual
C870316,Igor Stepanoff,1978-06-04,BY,,,individual
C781216,Susan Lindqvist,1991-04-26,FR,,,individual
C739675,Alexander J. Fernandes,1962-12-08,DE,,,individual
C829168,Viktoriya Tzvetkova,1994-07-26,KZ,,,individual
C299835,Mariya Novikova,1984-12-17,KZ,,,individual
C737905,"AdDouri, Hasen",,YE,,,individual
C474086,Sammeerah Nassir,1962-03-24,EG,,,individual
C438217,Samuel M. Hernandez,1987-05-13,MX,,,individual
C510288,Samir bin Abdul Azez Qasseem,,YE,,,individual
C408078,James J. Du Bois,1989-06-19,MX,,,individual
C961976,"Ye Investments, SA",,US,,,entity
C899465,MV Iron Duke Star,,CM,imo,IMO9216195,vessel
C510186,Dschaved Ahmadi,1965-11-17,IR,,,individual
C999468,Kareem Mahdi,,AE,,,individual
C415794,M/T Andromeda,,CM,,,vessel
C188916,Anthony Lefèvre,1963-04-10,BR,,,individual
C981939,Saaide Ahmadi,1975,IR,,,individual
C960469,"Novak, Joey M.",1970,GB,,,individual
C193803,"Rahmani, Rezah",1980-02-26,AF,,,individual
C105770,Bakr Ibrahem,1963,AE,,,individual
C351383,Majed Tehranie,1966-11,UA,,,individual
C978208,Pedro A. McDonald,1972-12-21,DE,,,individual
C788841,Tony J. O Brien,1985-01-15,US,,,individual
C324428,Walled At-Tikreti,1966-06-13,AE,,,individual
C350081,He Engineering,,FR,,,entity
C299098,Theo Bianchi,1973-07-28,US,,,individual
C229879,Dschammal Khoury,,AE,passport,AE10912642,individual
C261733,"Olsen, Benjamin A.",1971-07-23,CA,,,individual
C318931,Zaynab Qaseem,,AE,,,individual
C927728,Rammi Salmen,1990-06-09,AE,,,individual
C794872,Adnene Hakem,1950,YE,,,individual
C854976,"Meridian Maritime, Public Joint Stock Company",,AF,,,entity
C669834,Saede El Atare,1999-11-18,EG,,,individual
C406461,Andrew M. Olson,,DE,,,individual
C910528,Alexandr Belousov,,UA,,,individual
C220279,Siavash Mousavi,1961-12-03,IR,,,individual
C843483,Tigris Industries Free Zone Establishment,,SA,,,entity
C245994,Shahram Rostammie,,AF,,,individual
C609157,Yuan Import & Export Joint Stock Company,,KZ,,,entity
C310637,Yury Petrovich Popov,,RU,,,individual
C805048,Fatimaah ben Hishaam Khoury,,YE,,,individual
C238927,Nizar ibn Nizar Abas,1950,EG,,,individual
C415366,Yekaterina Zhukova,1980-12-25,RU,,,individual
C346331,Suzy Olsen,1959-12-02,CA,,,individual
C500446,Chuck J. Du Bois,1994-08,GB,,,individual
C679175,Bykow Boris,1996-01-17,RU,,,individual
C218875,"Swetkow, Wasily Iwanowich",1968-09-02,UA,,,individual
C421924,Gammal Faris,1954-07-03,IQ,,,individual
C199847,"Xu Chemicals, Corporation",,SA,,,entity
C162980,"Andreeva, Irina",1955-07-21,RU,,,individual
C571155,Abdukareem El Hashimmi,1958-01-05,SA,,,individual
C764822,Joe Nguyễn,,AU,,,individual
C330408,Said Mahmoudi,1968-01-17,AF,,,individual
C796181,Tatiana Sergueyevna Zakharoffa,1998-06-20,KZ,,,individual
C254392,Al-Hijaz Trading,,AF,,,entity
C942662,Big Mo,1999-06-27,LB,,,individual
C991306,Paresa Ahmadi,1983-12-08,AF,,,individual
C382437,Tabreezi Siavash,,IR,,,individual
C195593,Babaak Rezaey,,AF,,,individual
C604783,Rammi Al-Jabouri,,EG,,,individual
C264828,Nasrala Rashed ibn Walleed,1994,LB,,,individual
C592517,Siavasch Dschafari,1977-08-12,AF,,,individual
C356680,"MacDonald, Dan",1998,AU,,,individual
C301307,Nabel Nasir,1958-01-01,LB,passport,LB34819960,individual
C473473,Northern Lights International,,IQ,registration,REG-362829,entity
C953965,Raniah Tahah,1988-08-18,JO,,,individual
C763182,Vicky Fernández,1970-02-13,GB,,,individual
C972551,Ameer Yazdani,1998-09-25,AF,,,individual
C969227,Daniel J. Sørensen,1966-06-06,GB,passport,GB81100410,individual
C132413,Amire Moussavi,,AF,,,individual
C252142,Marina Chaikovskaya,,BY,,,individual
C432108,Omede Akbari,1965-11,IR,,,individual
C386979,Mortiza Rahemi,1968,IR,,,individual
C981988,Muhammed Hamden,1965-04-28,EG,,,individual
C351685,Altai Chemicals Company,,GB,,,entity
C290482,"DaSilva, Katherine J.",1963-12-11,GB,,,individual
C799098,"Nguyen, Pepe J.",1983-01-10,BR,,,individual
C172841,Christopher Schröder,1965-11-04,EG,,,individual
C103636,Vessel Kestrel,,PA,imo,IMO9125323,vessel
C521108,Vicky A. Anderson,1963-10-24,DE,,,individual
C600224,"Kareemmi, Farhed",1971-05-12,AF,,,individual
C284279,Tallal El Masri,1974-08-05,IQ,,,individual
C142612,Abduazeez Awed,1998-04-10,SY,,,individual
C222325,Hamed Mohamadie,1969-04-19,IR,,,individual
C632657,Dot M. Schröder,1957,AU,passport,AU50312084,individual
C226570,Yekaterina Ivanovna Tchaikovskaya,1985-04-16,BY,,,individual
C270695,AlHashimmi Muhamad,1981-05,EG,,,individual
C379453,Racheed Darwech,1954-12,YE,,,individual
C976917,Nour Azez,,EG,,,individual
C912287,Darweesch Nizar,1954-06-24,IQ,,,individual
C774435,"Rostami, Parvez",1961-02-15,AF,,,individual
C117171,Sahara Maritime Corp,,IQ,,,entity
C317947,Hoseine Rezai,,IR,,,individual
C232368,Shahraam Moussavie,1992-04-23,AF,,,individual
C455229,Nowak Nicholas,,GB,passport,GB29872098,individual
C461248,Rameen Karimmi,1990-01-26,AF,,,individual
C710944,Andrew M. Schmid,,MX,,,individual
C141146,Nicholas Lefevre,,DE,,,individual
C195611,Kavih Kermani,,AF,,,individual
C808506,Olga Sergeyevna Orlova,1975-02-27,BY,passport,BY12651833,individual
C991627,"Akbari, Fatemmeh",1982-07-14,AF,,,individual
C680564,Richard A. O'Brien,1974-10-11,MX,,,individual
C462103,Thomas A. Lefèvre,1982-08-06,FR,,,individual
C534779,Cai Engineering S.A.,,MX,,,entity
C572408,Artiom Petrovich Bondarenko,1985-10,KZ,,,individual
C847400,Anwaar AlHashemmi,,AE,,,individual
C781749,Abd al-Rahmen Al-Najar,1993-02-22,CA,,,individual
C873915,Nguyen Anthony A.,1991-04-22,MX,,,individual
C145075,Yusof Tikreeti,1997-02-21,JO,,,individual
C625000,Alexeiy Belousoff,1950-03-17,UA,,,individual
C984316,Anwar Ghanim,1953-04-19,LB,,,individual
C918366,Jenny A. Sorensen,1973-08-14,FR,,,individual
C943087,Betty M. Rodriguez,1953,MX,,,individual
C281778,Amer Esfahani,1954,AF,,,individual
C116954,Summit Import Export Corporation,,AF,,,entity
C798755,Steve Mayer,1987-03-13,AF,,,individual
C333972,"Rahmanie, Saaid",1977-01-07,IR,,,individual
C594536,Hasan ben Ismayl Kanaen,,SA,passport,SA79019460,individual
C993506,Dalal El Gabouri,1977,AE,,,individual
C717749,Javede Salehi,1971,AF,,,individual
C472147,"Jabouri, Tareek bin Nabel Al",1951-05-15,AE,,,individual
C895658,Evgeny Alexeevich Shevtchenko,,RU,passport,RU68375833,individual
C742313,The Titan Maritime Company,,SA,,,entity
C576629,Igor Shevchenko,1978-10-03,BY,,,individual
C523604,Yazdani Hossain,1987-06-15,IR,,,individual
C138046,Behrouz Haschimmi,1992-03-06,IR,,,individual
C342500,"Anderson, Michael M.",1995-06-27,FR,,,individual
C837895,"Fedorow, Maxim Nikolaewich",1969-08,UA,,,individual
C730782,Lu Engineering G.m.b.H.,,JO,,,entity
C894160,Ameenah Al-Amen,1967-02,YE,,,individual
C785524,Nataliya Sergejevna Zhukowa,1976-07-02,BY,,,individual
C909792,Yusoof bin Hamza Haded,1955-01-09,LB,,,individual
C272668,Sapphire Holdings Company,,SY,,,entity
C842877,Semen Kuznetsov,1966,RU,,,individual
C808371,"Kozlova, Anastasiya Ivanovna",1963-07-13,KZ,,,individual
C674531,Sallihi Behrouz,1978-08-05,IR,,,individual
C175447,Anthony J. O Brien,1963-11-21,FR,,,individual
C182275,"Kovalenko, Alexandr",1986-12-01,UA,,,individual
C679458,el-Farsi Ibrahem,,YE,,,individual
C806944,Wladimir Koslow,,UA,passport,UA63507556,individual
C409635,Arctic Dawn II Express,,MH,,,vessel
C455645,Nabel bin Adnen Azeez,1975-02-15,LB,,,individual
C333681,Nabel al-Farsi,1982-02,EG,,,individual
C639361,"Yazdani, Dariush",1966-02-21,IR,,,individual
C366101,"Hakeem, Fatimmah",1955-08-10,AE,,,individual
C696034,Hamed Rezaey,,AF,passport,AF41229425,individual
C769899,"Vanderberg, James M.",,FR,,,individual
C877811,"Nikolaev, Timur",1982-07-05,KZ,,,individual
C660636,Arasch Tabrezi,,FR,,,individual
C235621,Fahde Qassim,1977-09-23,LB,,,individual
C827689,Timur Orlov,1980-10-23,BY,passport,BY21952895,individual
C182986,Mikhail Kovalenko,1959-10-06,UA,,,individual
C196932,MT Baltic Swan,,KM,,,vessel
C214976,Ameer Moussavi,2000-03-28,AF,,,individual
C293613,Walery Vladimirovitsch Andreew,1989-10-25,UA,,,individual
C731833,"Johansen, Frank A.",,MX,,,individual
C147989,Hamide Esfahani,,IR,,,individual
C504251,Vladimir Semionov,,KZ,passport,KZ91583114,individual
C792704,Abdul Azez Al-Saba,1985-05-03,SA,,,individual
C415927,Henry de la Cruz,,MX,,,individual
C949111,Liang Freight L.L.C.,,DE,,,entity
C109540,Al-Bahr Engineering,,SY,,,entity
C548178,The Euphrates Logistics SA,,DE,,,entity
C354556,M/V Hormuz Pride III,,CM,,,vessel
C984620,Kavih Sadighi,1982-03,IR,,,individual
C685635,"Grichin, Arkady",1987-10-03,UA,,,individual
C410734,Mortezah Moradi,,IR,,,individual
C110673,Wallede ben Yussofe Salmene,1951-03-16,JO,,,individual
C694052,Abd Al Azeez As-Saba,,AE,,,individual
C133542,Zammani Majede,,IR,,,individual
C130138,Parveez Tehranie,1987,AF,,,individual
C743298,Fernandez Tori M.,1975-07-23,MX,,,individual
C663634,Schamsi Dalal Al,,SA,passport,SA73094950,individual
C547385,"Zaitseva, Valentina",1953-06-27,BY,,,individual
C351321,Ameere Tabreezi,,AF,,,individual
C287985,Elizabeth M. Nowak,1992-07,MX,,,individual
C213560,Bijaan Baghery,1970-03,AF,,,individual
C356589,Weiss Danny,,BR,passport,BR23361066,individual
C249050,"Makarow, Fjodor",,UA,passport,UA68886546,individual
C190504,Thomas Vanderberg,1987-12-21,AU,,,individual
C555117,Amenah Hakem,,JO,,,individual
C659358,Mesopotamia Pharma,,US,,,entity
C389034,Mohammadi Nasreen,1969-09-04,IR,,,individual
C195438,Dariush Akbari,1968-02-28,IR,,,individual
C442575,Farhed Sallehi,,IR,,,individual
C228328,Dmitrij Schischkin,,RU,,,individual
C611555,"Abbaas, Muhammed",,AE,,,individual
C310070,Sinai Import Export GmbH,,SA,,,entity
C458562,Azez Karem,,FR,,,individual
C874020,Sue M. Da Silva,1988,US,,,individual
C503669,"Akbari, Ehsen",1978-11-25,AF,,,individual
C446526,Timur Bondarenko,,UA,,,individual
C726473,Blue Horizon Logistics Ltd,,RU,,,entity
C219274,Francisco J. Sørensen,1979,BR,,,individual
C809658,HUANG MARITIME SA,,IQ,,,entity
C871161,Abdel Rahmen Ar-Rasched,,LB,,,individual
C684264,MV Bengal Tiger One,,CM,,,vessel
C865325,Anna Vladimirovna Ivanova,1973-12-25,RU,,,individual
C591481,Zaynab El Amen,,YE,,,individual
C170719,Hamden Hamzah,,JO,,,individual
C973500,Nick Larson,2000-04-14,US,,,individual
C120691,Rebecca Hernandez,1979-06-22,BR,,,individual
C235365,Leilla Sherazi,,IR,,,individual
C652928,M/V Golden Wave Star,,PA,,,vessel
C701588,Mortiza Kermani,1961-08-08,IR,,,individual
C990401,Sapphire Petroleum,,BY,,,entity
C749970,BALTIC FREIGHT Inc,,JO,,,entity
C911129,Sea Breeze II Spirit,,MH,,,vessel
C862425,Behrouze Kermani,1967-05-23,IR,,,individual
C639463,Valery Alexandrovich Bondarenko,1980-01-05,KZ,,,individual
C906730,Paressah Mousavi,1982-05-27,AF,,,individual
C577889,Moussavi Zahrah,1956-09-19,IR,,,individual
C328520,"Abas, Sallem",,JO,,,individual
C267667,LIANG TECHNOLOGIES Corporation,,AF,,,entity
C641234,Desert Rose Star Express,,RU,,,vessel
C156747,Hassen Abas,1995-03-23,SA,,,individual
C288621,Sammeera Faris,1977-06-24,LB,,,individual
C480983,Dalal AlRashed,,IR,,,individual
C337911,Andrew J. Vanderberg,1956-07-02,DE,,,individual
C969812,Ibraheme Nasralahe,,SY,,,individual
C918250,"Khourye, Samerahe",1960-06-26,SY,,,individual
C371164,Pedro J. Schroeder,1970-10-24,DE,,,individual
C852071,Aurora IV,,CM,,,vessel
C436608,Thomas Kowalski,1979-04-03,CA,,,individual
C807163,"Darwech, Zaynabe",1963-08-04,IQ,,,individual
C173713,"Popov, Alexandr",,RU,,,individual
C742981,Arash Karimi,,AF,,,individual
C841810,Shahram Sadighi,,IR,,,individual
C831581,Mariya Nikolaevna Bondarenko,1976-01-21,KZ,,,individual
C116935,Rob M. O Brien,1967-09-26,CA,,,individual
C143834,Rebecca Andersson,1956,GB,passport,GB43433603,individual
C634413,Azez Abd al-Karem,2000-06-13,YE,,,individual
C401195,"Nasralah, Ali",1978-08-04,IQ,,,individual
C885725,Polar Bear Alpha,,PA,imo,IMO9693674,vessel
C262830,"Grishin, Roman Sergeyevich",1957-11-27,KZ,,,individual
C306951,William Ferreira,1977-06-13,GB,,,individual
C445518,M/V Aurora Queen,,PA,,,vessel
C290051,Gennady Tsoy,1972-04-06,BY,,,individual
C899228,Adnen bin Khalled ElKhateb,1962-06-19,LB,,,individual
C616556,"Shishkin, Denis Petrovich",1976-03-08,UA,,,individual
C951050,Konstantin Chaikovsky,,KZ,,,individual
C986597,Delta Steel Ltd.,,MX,,,entity
C168252,Ebraheemi Saaid,1988-03-12,IR,,,individual
C879647,Hammeed Esfahani,1998-08-01,AF,,,individual
C915939,Golnaz Karimmi,1964,IR,,,individual
C413993,Lin Aviation Free Zone Establishment,,JO,,,entity
C991457,Andrew Nguyen,,FR,,,individual
C991873,Chris Fischer,,GB,,,individual
C731813,Maxim Nikolaevich Pavlov,1957-03-13,KZ,,,individual
C592632,Oxana Sergeyevna Yashina,1969-07-03,IQ,,,individual
C884242,Barb J. Schroeder,,FR,,,individual
C943289,Titan Logistics G.m.b.H.,,YE,,,entity
C690443,Morning Glory Spirit,,CM,,,vessel
C835029,M/T Green Meadow IV,,MH,,,vessel
C914456,Sami Sallih,1998-01-14,SY,,,individual
C784649,Billaal AlMasry,1990-09-27,EG,,,individual
C386934,Abdolah AzZahrani,1968-11-23,IQ,,,individual
C714452,Betty J. Garcia,1951,GB,,,individual
C520243,Pedro M. McDonald,1965-01,AU,,,individual
C529595,Benjamin Weiß,1990-09-22,CA,,,individual
C827111,Abdulrahmen El-Farsi,1974,SY,,,individual
C198229,Faysal Al-Hasheemi,1992-02-26,SA,,,individual
C791042,Rezaai Maged,,AF,,,individual
C225120,Vyacheslav Makarov,1991,RU,passport,RU67717187,individual
C823453,Edward Bianci,1977-08-14,MX,,,individual
C846993,Falcon Bay II Express,,MH,,,vessel
C972140,Sørensen Dick,1958-08-22,CA,,,individual
C762578,Viktorya Vladimirovna Bondarenko,2000-09-27,KZ,,,individual
C659971,Sinai Minerals G.m.b.H.,,UA,,,entity
C255610,Vyacheslav Pavlov,1986-08-01,KZ,,,individual
C567769,Red Falcon Star,,CM,,,vessel
C308557,Catherine A. Peterson,1992,AU,,,individual
C362742,Moradi Golnaz,1956-07-10,IR,,,individual
C162728,Tori Sorenson,1990-10-19,BR,,,individual
C687958,Hamed Mohamadi,1970-03-04,AF,,,individual
C788385,Stanislaff Petrovitch Pavloff,1970-08-15,RU,,,individual
C685510,Fedor Zaitsev,1977-05-22,BY,,,individual
C899508,Anwar AnNagar,1959-07-24,SY,,,individual
C197441,Ruslan Chaikovsky,1996-11-28,BY,,,individual
C439801,Amer Hossaini,,IR,,,individual
C408120,Fatimih Rezai,1991,AF,,,individual
C456840,Joey A. Hernandez,1992-09-20,MX,,,individual
C128958,Ghanim Hasen,1979-09-01,AE,,,individual
C273681,Viktoriya Semionova,1960-10-06,KZ,,,individual
C194655,Ocean Titan Express,,LR,,,vessel
C471391,"Rezaai, Massoud",1998-01,AF,,,individual
C653264,Nour at-Tikreti,,EG,,,individual
C304412,Tori M. Nowak,1959-06-19,EG,,,individual
C749290,Oxana Bykova,1993-05-21,RU,,,individual
C226868,Anatoly Vladimirovich Popov,1970-09-28,UA,,,individual
C584570,Anna Andreeva,1997-08-19,KZ,,,individual
C416910,Vladimir Smirnov,,BY,,,individual
C167128,Andy J. Kowalsky,,US,,,individual
C785840,Arash Mahmoudy,1977-02-28,AF,,,individual
C644917,Abd el-Azez Shahen,1975-08-10,AE,,,individual
C818309,Charles A. Schroder,1970-06-07,FR,,,individual
C372885,Eddie J. Delacruz,1984-03-08,GB,,,individual
C292613,Siavache Hachimi,1968-11-10,AF,,,individual
C502103,"Tkachenko, Nadezhda",1965-08,BY,,,individual
C349837,"Bakr, Zied",1992-03-19,SY,,,individual
C840769,"Petrova, Valentina",1964-10-25,UA,passport,UA67638402,individual
C729266,Chuck De la Cruz,1971-08-28,DE,,,individual
C429234,Baltic Textiles SA,,UA,,,entity
C802678,Wind Runner IV,,PA,,,vessel
C364956,Majed Tabrezi,,IR,,,individual
C973109,Pedersen Danny A.,1975-10-10,AU,,,individual
C712303,Aisha Khourye,,YE,,,individual
C351393,Kaseem Ali ben Ziede,1969-03-27,AE,,,individual
C569413,Yaser Salleh,,IQ,,,individual
C540797,Ismayl El Farsi,1999-03-22,AE,,,individual
C741929,Andreiy Pawlow,1983-12,BY,,,individual
C704142,"Belousov, Valery",1954-05-02,KZ,,,individual
C163352,Nabel AsSabah,1956-12-08,IQ,,,individual
C285247,"Kermani, Nasreen",1968-02,AF,,,individual
C586096,Kseniya Nikolaevna Popova,,BY,,,individual
