record_id,full_name,dob,nationality,id_type,id_number,type
C203863,Nasren Salihi,1967-11-16,TJ,,,individual
C130751,LOTUS IMPORT EXPORT FZE,,HK,,,entity
C517025,Jamie A. Fischer,1952-02-21,MX,document,MX39118639,individual
C213559,Billal Qassim,1989-12-24,SA,,,individual
C844415,Siavash Hashemmi,1998-05-18,GE,,,individual
C595923,Anna Vladimirovna Orlova,1988,GR,document,GR90058773,individual
C665962,Saed Abas,1988-08-22,LB,document,LB87971907,individual
C372248,MT Pacific Glory III,,CY,,,vessel
C518351,Saed bin Anwar as-Saba,1976-08,AE,,,individual
C452981,Vessel Crimson Dawn Alpha,,SG,imo,IMO9354597,vessel
C340987,Bilal Yasen,1952-02-14,SA,,,individual
C696349,Vasily Fedorov,,US,,,individual
C771884,Zhi Liu,1995-12,SG,,,individual
C645928,Nour Al Shamsi,1985-02-27,TN,,,individual
C391502,Mohsin Mousavie,,GE,document,GE22343658,individual
C630790,Valentina Sergeyevna Tkachenko,1978-05-11,BY,,,individual
C456777,Hsiana Lu,1995-02-23,CN,,,individual
C136077,Babak Esfahani,1979-11-05,GE,,,individual
C252744,M/T Albatross Star,,GR,,,vessel
C727753,Sergey Ivanovich Zaitsev,,BY,,,individual
C540240,Layla As-Saba,1959-10-27,CN,,,individual
C562455,Nicholas M. van den Berg,1965-09-04,US,,,individual
C665489,"Kouznetzoff, Denis",1965,GR,,,individual
C501931,Timur Semenov,1990,BY,,,individual
C550390,Chris J. Hernández,1998-05-06,AU,,,individual
C722159,Pavel Nikolaevich Tsoiy,1952,UA,,,individual
C878396,Eastern Star Textiles Corp,,JO,,,entity
C167212,M/V Golden Wave Queen,,PA,,,vessel
C897269,"Silva, Henry M. Da",1967-10-02,MX,,,individual
C281598,Ma Juei,,CN,,,individual
C765149,Guo Jiang,,CN,,,individual
C361702,"Northern Lights Pharma, Joint Stock Company",,GB,,,entity
C514917,Bois Nicolas M. Du,1998-12-09,AU,,,individual
C181075,Gennady Yashin,,EG,,,individual
C195357,Anatoly Sergeyevich Stepanov,1980-09-27,GR,,,individual
C947243,Housein ben Mouhammade Sadala,1988-11-20,AE,,,individual
C834060,William A. Du Bois,,AU,,,individual
C367329,"Lebedev, Semen",1992,KZ,,,individual
C200688,Liu Tien,1992-08-10,HK,,,individual
C958848,Aral Maritime GmbH,,TJ,,,entity
C861412,FALCON ELECTRONICS OAO,,TW,,,entity
C465927,Mesopotamia Shipping Sociedad Anonima,,BY,,,entity
C830622,"Onyx Construction, G.m.b.H.",,BY,,,entity
C511421,"Lindkvist, Dot A.",1966-03-21,GB,,,individual
C968878,Crystal Pharma,,LB,,,entity
C854058,Wu Yongchun,1999-10-20,CN,,,individual
C346379,Darya Yakovleva,1978,UA,,,individual
C117171,Faysal as-Saba,1969-03-18,MA,,,individual
C673343,"Shishkin, Leonid Mikhailovich",,GR,,,individual
C342131,Abdulah El-Najar,1967-10-10,LB,,,individual
C417297,Te Chu,1999-02,TW,,,individual
C443009,Samire Barakate,1984-04-28,KW,,,individual
C132228,Benjamin Hernandez,1985-07-04,CA,,,individual
C425107,Roman Stepanov,1959-07-05,UA,,,individual
C666056,Weis Rebecca,,FR,,,individual
C487373,Yong Kuei Chu,,TW,,,individual
C420373,Siavash Ahmadi,1952-05-20,TJ,,,individual
C337486,M/T Sea Breeze II,,GR,,,vessel
C112055,Mahsa Rezai,1985,GE,,,individual
C125007,Marwan b. Rammie Zaidie,1998-01-14,SA,,,individual
C489475,Chien Ching,,CN,,,individual
C963790,Sapphire Steel Inc,,TJ,,,entity
C999030,Kammal Zahrani,,SA,,,individual
C440894,Faysal Al-Amen,1969-12,LB,,,individual
C616041,Yumei Wang,1988-08-12,TW,,,individual
C130316,Fahd Tahah,1985-11-03,TN,,,individual
C704405,The Sahara Energy GmbH,,CA,,,entity
C104331,Michael A. Novak,1952-05-05,BR,,,individual
C319931,Fatimih Rostammi,1989-04-13,GE,,,individual
C786815,ZAGROS PHARMA Corp.,,BR,,,entity
C576070,Anwar el-Saba,1966,SA,,,individual
C494842,Arkady Mikhailovich Bondarenko,1985-01-27,KZ,,,individual
C559633,Muller Elizabeth J.,1979-08-03,BR,,,individual
C395490,Sheren Raheemi,1989-01-04,TJ,,,individual
C422205,Bijen Rostammi,1985-06-28,GE,,,individual
C605359,Doctor,,CN,,,individual
C515918,Bin Zhu,,TW,,,individual
C489470,Khateb Salma ibn Hisham El,1993-12-06,SA,,,individual
C362196,Sheren Jafari,,MX,,,individual
C640595,Irina Ivanova,1956-03-03,KZ,,,individual
C382883,Karakum Construction SA,,AE,,,entity
C204016,Mortizah Yazdani,1990-08,GE,,,individual
C834875,Sinai Engineering,,TN,,,entity
C589261,Kanghai Hsieh,,HK,,,individual
C924026,Sheng-Chi Wong,1998-08-25,HK,,,individual
C827367,M/V Albatross V,,GR,,,vessel
C679460,DAMAVAND CONSTRUCTION Inc.,,KW,,,entity
C333308,Red Sea Holdings Co,,LB,registration,REG-665549,entity
C421652,Paco M. Garcia,1968-03-23,MX,,,individual
C317110,Anwar Darweesh,1990-04-13,MA,,,individual
C558928,John A. Du Bois,,BR,,,individual
C413716,Marina Mikhailovna Ivanova,1965-11-15,KZ,,,individual
C176678,Northern Lights Energy Company,,TW,,,entity
C320036,Maryaam Rahimmi,,TJ,,,individual
C201666,Madscheed Kanaen,1983-11-14,LB,,,individual
C346327,Bosphorus Logistics Ltd.,,AE,,,entity
C584472,Hudah ben Omar Douri,1986-09,AE,,,individual
C741148,Mortizah Kermani,1953-08-07,TJ,,,individual
C686578,"Fisher, Rob A.",,AU,,,individual
C426262,Olga Bondarenko,,KZ,,,individual
C369344,Sheng Sheng Sung,,HK,,,individual
C833258,Timur Zaitsev,1993-07-10,GR,,,individual
C488866,Vessel Amber Sky,,SG,imo,IMO9753360,vessel
C791728,"Zaicew, Gennady",1997-07,UA,,,individual
C800165,Feng I Kuei,1954-08-17,CN,,,individual
C216018,Hasan Al Saba,1960-03,SA,,,individual
C565149,Rebecca Novak,,BR,,,individual
C711149,Salma Shahen,1965-01-03,JO,,,individual
C309372,"Andreev, Fedor",,BY,,,individual
C446769,Farhed Jafari,,GE,,,individual
C242899,Sue M. MacDonald,1967,MX,,,individual
C557160,Lindkvist Xander,,BR,,,individual
C460075,Hammeede Hosaini,1961-04-24,TJ,,,individual
C509356,Mahsah Hachemi,1983,TJ,,,individual
C405993,Sasha A. Hernández,1968-12-10,DE,,,individual
C787368,Mehdie Sallihi,1977-01-02,TJ,,,individual
C726095,Delta Logistics Ltd.,,TW,,,entity
C939779,Babaak Kermany,1950-11-15,GE,,,individual
C926388,SINAI ENERGY Limited Liability Company,,TN,,,entity
C565445,Valentina Sergeyevna Chaikovskaya,,GR,,,individual
C108589,Tsai Hsiao,1955-08-09,CN,,,individual
C675551,"Orlow, Walery",2000,KZ,,,individual
C738440,Susan Larson,1981-04-23,DE,,,individual
C888552,Awaad Rashed,,AE,,,individual
C254263,Khalled ben Abdol Rahman Darwesh,1994-01-08,JO,,,individual
C221451,Mortezah Ghassemmi,2000-03-26,GE,,,individual
C241328,Galina Stepanova,1959-12-03,KZ,,,individual
C246805,Frederick J. Petersen,1973-11-10,US,,,individual
C125930,Anthony A. Johansson,,FR,,,individual
C872020,"Kermani, Shahram",1991-09-04,GE,,,individual
C569846,Dorothy Pedersen,,BR,,,individual
C568259,Silver Crest II Express,,MH,,,vessel
C831348,Andrey Shcherbakov,1958-08-09,BY,,,individual
C491218,Amer Ahmadi,1966,TJ,,,individual
C291369,Fevre Freddie Le,1990-04-17,GB,,,individual
C850837,Vasily Vladimirovich Kuznetsov,1981-03-01,KZ,,,individual
C276041,Salem b. Bashar Nasir,1993-05-13,TN,,,individual
C707492,Hamza ibn Yussof Ghanim,1953-07-26,AE,,,individual
C456172,Hisham Kassim,1998,LB,,,individual
C334941,Kanan Khadeeja,,AE,,,individual
C435681,Zhi Min Chui,1985-08-19,CN,,,individual
C788545,Hui Pan,1989,TW,,,individual
C590746,Abd al-Azez Al Jabouri,1974,MA,,,individual
C486062,Susan A. Lindqvist,1955-03-18,GB,,,individual
C334282,Vyacheslav Zhukov,1996-08-28,KZ,,,individual
C914745,Emerald Bay Energy SA,,LB,,,entity
C900138,Viktorya Shishkina,1964-01-21,UA,,,individual
C477950,Timur Ivanovich Kovalenko,1999-04-13,BY,,,individual
C347005,Reza Karemmi,,TJ,,,individual
C187565,Samuel Schroeder,1950-05-07,CA,,,individual
C366775,Omed Rezai,,GE,,,individual
C731552,Ying-Jun Shen,1976-02-02,HK,,,individual
C553850,M/V Golden Wave,,LR,,,vessel
C704702,Feng Song,1964-08-09,TW,document,TW79724689,individual
C239707,Hajji Omar,1956-06-03,TJ,,,individual
C729627,Zaydi Khalleed,1961-07,JO,,,individual
C521354,Bosphorus Import Export Ltd,,DE,,,entity
C103502,Anthony Kowalski,1959-03-22,AU,,,individual
C782180,Abu Nabil,1968-11-25,GE,,,individual
C637290,AMBER,,GR,registration,REG-889153,entity
C170550,Tori Ferreyra,1979-02,DE,,,individual
C530839,Tse Min,1959-08-19,HK,,,individual
C329413,As-Sayid Nizar,,CA,,,individual
C781422,"Akbari, Zahra",1982-05-09,TJ,,,individual
C769462,Zhang Zhong Xia,1955-06-09,CN,,,individual
C641640,Zhao An,1972-02-10,TW,,,individual
C901325,Wenlan He,1950-10-24,HK,,,individual
C536631,Valery Shishkin,1997-04-01,BY,,,individual
C951427,Gang-Yan Liang,1961-11-24,SG,,,individual
C469951,Tai Kuei,1968-11-20,TW,,,individual
C702914,"al-Khateb, Rania",1963-01-18,SA,document,SA10907810,individual
C234928,Salleem ElHashemmi,1994-03-21,SA,,,individual
C139868,Damavand Holdings Ltd,,DE,,,entity
C131354,Дмитрий Орлов,1958-08-21,BY,,,individual
C161718,"Krawczenko, Alexandr",1978-01-12,UA,,,individual
C684596,Egorow Ruslan,,KZ,,,individual
C818575,"Zagros Trading, FZE",,SA,,,entity
C536807,Euphrates Steel,,FR,,,entity
C768002,Karakum Textiles S.A.,,LB,,,entity
C560459,Mortiza Tehrani,1980-05-23,TJ,,,individual
C848695,Ting Ting Yang,1997-09-13,TW,document,TW37908790,individual
C849073,Abdul Azez at-Tikreti,1981-04,SA,,,individual
C225317,Hassaan Zaydi,1974-09-05,JO,,,individual
C735270,Ching Fang Tseng,,CN,,,individual
C416128,Andrey Orlov,1981,BY,,,individual
C593262,Zagros Industries Co.,,JO,,,entity
C126843,Abd el-Azeez Az-Zahrani,1996-05-21,AE,,,individual
C560696,Yasen Hudah b. Nizar,1955-07-07,KW,,,individual
C280525,"Barakat, Rania",1954-07-24,SA,,,individual
C789530,Alexander M. Du Bois,1982-04-15,GB,,,individual
C671509,Nour Haded,1952-01-22,MA,,,individual
C553163,Matthew Muller,1962-05-12,FR,,,individual
C588885,Delta Maritime,,GE,,,entity
C306701,MV Kestrel III,,MT,,,vessel
C327785,Anna Vladimirovna Chaikovskaya,,UA,,,individual
C325117,Ning Tang,1960-07-01,TW,,,individual
C315914,Galina Kouznetsova,1964-09-25,KZ,,,individual
C232483,The Caspian Pharma Free Zone Establishment,,US,,,entity
C249195,Rebecca A. Dubois,1987-01-26,MX,,,individual
C325939,"Kravtchenko, Galina Vladimirovna",,KZ,,,individual
C195310,Mei Poon,1977-04-02,HK,,,individual
C389817,Yuan Ping Hua,1961-08-15,SG,,,individual
C165806,Garcia Steven,1984-03-14,AU,,,individual
C573180,Luo Baoxia,1994-05-21,UA,,,individual
C445947,Al-Noor International,,LB,registration,REG-840013,entity
C831809,Golnaz Ghassemmi,1951-07-16,GE,,,individual
C742762,Adnane Aouade,1994-07-08,TN,,,individual
C863586,Anastasya Petrovna Fedorova,1965-06-17,GR,,,individual
C922836,Mariya Bondarenko,1993,BY,,,individual
C705964,Fahd Khoury,1978-05-01,JO,,,individual
C478343,Fahd Al-Atar,1964-05-23,TN,document,TN20246382,individual
C999753,Samuel J. Fernandez,1986-05-07,FR,,,individual
C991337,Nizare ibn Khaleed Hakime,2000-11-03,BY,,,individual
C739372,Qiang-Chi Chui,,TW,,,individual
C478186,el-Sabahe Rammi,1998-09-05,MA,,,individual
C374921,Vasily Chaikovsky,2000,GR,,,individual
C981317,Onyx Technologies,,SG,,,entity
C374398,Green Meadow,,GR,imo,IMO9619703,vessel
C978776,Nikolaiy Semionow,1979-05-24,BY,,,individual
C737570,Night Hawk II,,LR,,,vessel
C684478,Kavih Mohammadi,1989-02-04,GE,,,individual
C558203,Tarek El Douri,1991-05-25,MA,,,individual
C986631,"Kowalsky, Matthew J.",1971,FR,,,individual
C263666,Ali ElKhateb,1969-05-20,SA,,,individual
C811990,Maryame Hachimi,1985-03-28,GE,,,individual
C458296,Hossein Tehrani,1961-08-18,GE,,,individual
C597031,Schmidt Matthew,1972,GB,,,individual
C472752,Roman Mihailovich Semjonow,1978-03-13,BY,,,individual
C572003,Stephen M. Nowak,1968,DE,,,individual
C199270,Nilloufar Ahmadi,1972-05-03,MX,,,individual
C998637,Daniel A. Lefèvre,1956-03-13,GB,,,individual
C803188,Anna Sergeyevna Sokolova,2000-03-22,GR,,,individual
C445588,Xiajie Chen,1966-02-15,SG,,,individual
C316671,Shen Wei-Xiang,1974-05-28,CN,,,individual
C358464,MV Tiger Lily Star,,MT,imo,IMO9159992,vessel
C233079,Denis Zhukov,1968-10-25,UA,,,individual
C386562,Lee Chi,1984-10-15,HK,,,individual
C327864,Ibrahem Hadad,1994-01-28,SA,,,individual
C527001,Alexandr Tsoiy,,KZ,,,individual
C681041,Tsui Long-Shan,1975-12-24,TW,,,individual
C242482,Rezah Moradi,1995-01-01,TJ,,,individual
C281025,"Pavloff, Artem Mikhailovitch",,KZ,,,individual
C598817,Nabel An-Nagar,1971,KW,,,individual
C361575,Donald Theodore Mac,1963-07-03,US,,,individual
C734422,Vessel Red Falcon,,MT,imo,IMO9073921,vessel
C843068,"Sokolova, Marina",1967-01-05,BY,,,individual
C264425,Susan J. Weis,1975-04-03,GB,,,individual
C496099,Te Kang Teng,1995-10-18,TW,,,individual
C268844,Ghanim Nabeel,1998-05-19,GR,,,individual
C964845,Minghai Liang,,SG,,,individual
C263200,Liu Jun-Gui,1994-05-14,TW,,,individual
C489416,John A. Hernandez,1975,CA,,,individual
C968990,Viktor Semenov,1966-01-14,KZ,,,individual
C443123,M/T Kestrel,,LR,,,vessel
C123459,Jung-Chieh Chin,1980,SG,,,individual
C262206,Valentina Yegorova,,GR,,,individual
C695031,"Bykoff, Serguey",1960-04-08,KZ,,,individual
C530518,Vyacheslav Zakharov,2000-04-14,BY,,,individual
C347572,Fatimih Haschimmi,1985,TJ,,,individual
C948668,MV Green Meadow One,,GR,,,vessel
C581157,James Mayer,1973-06-12,DE,,,individual
C320272,Yasser Awed,2000-12-22,JO,,,individual
C356028,Abu Nabil,,FR,,,individual
C613576,Xin Dai,1987-08-21,DE,,,individual
C843118,Haschimi Mohsin,1960-09-18,TJ,,,individual
C719941,Yury Tzvetkov,1985-02-05,GR,,,individual
C866608,"Yashina, Olga",1980-10-24,UA,,,individual
C543327,Ural Chemicals SA,,KW,,,entity
C266680,Saaid Rahmani,,GE,,,individual
C175431,Arasch Mousavi,,GE,,,individual
C638827,Chih Song,,SG,,,individual
C577907,Bijaan Rezai,2000,TJ,,,individual
C474791,Henry J. Fisher,1998-07-02,GB,,,individual
C741002,Oleg Petrovich Makarov,1964-06-05,GR,,,individual
C995542,Jing Tao Feng,,HK,,,individual
C331448,Nabel Al Masrie,1969-02-19,TN,,,individual
C529602,Levant Petroleum Group,,CN,registration,REG-707651,entity
C793421,Hosseini,1955-07-02,GE,document,GE69482708,individual
C115140,Zhanna Tsoy,,GR,,,individual
C423268,Mustafah El-Khatibe,1978-04-05,LB,,,individual
C742653,"Hosaini, Majeed",1976-03-03,GE,,,individual
C284512,Freddie J. Mac Donald,1967-04-28,MX,,,individual
C757101,Niloufar Mahmoudi,1993-06-17,GE,,,individual
C627473,Kseniya Ivanovna Semionova,1977-12-20,KZ,,,individual
C785999,Jennifer Da Silva,1959-11-05,BR,,,individual
C150417,Yulya Petrovna Novikova,,GR,,,individual
C991079,Farsi Raniah bin Abdul Rahmen El,,AE,,,individual
C611700,Long Luo,1998-04-06,CN,,,individual
C620605,Ping Te Yuen,1955-07-15,TW,,,individual
C449302,Tahah Anwar,,MA,,,individual
C649114,Chang Lingting,1959-07-09,TW,,,individual
C685489,Dong-Wen Dang,1982-08-28,BY,,,individual
C348329,Ahmed Sulten,1954-01-01,LB,,,individual
C607519,Fatimih Farahani,,TJ,,,individual
C148539,Nile Valley Industries,,LB,,,entity
C583595,Ehsen Kermany,1992-03-20,TJ,,,individual
C426048,Ninglan Kao,,TW,,,individual
C210807,Chung Kuei Hwang,1966-06-16,CN,,,individual
C780511,Joseph Smith-Jones,1961-11-11,CA,,,individual
C771245,Hua Tien Sun,1967-09-03,TW,,,individual
C466970,Anwar Abaas,1992,JO,,,individual
C708580,MV Silver Crest III,,CY,,,vessel
C777421,M/V Golden Wave IV,,SG,,,vessel
C519425,Mahmoud an-Najar,,AE,,,individual
C541030,Tsai Lan Po,1985-07-21,TW,,,individual
C997991,Anthony A. Bianci,1962-07-14,US,,,individual
C729610,The Onyx Import Export L.L.C.,,CA,,,entity
C463093,Yussoof ibn Ahmad Zaidy,,MA,,,individual
C312112,Maxim Sokoloff,1950-01-22,GR,,,individual
C166662,Sue Petersen,1986-10-17,FR,,,individual
C139467,Oxana Shishkina,,UA,,,individual
C596147,Alexeij Wladimirowich Jakowlew,1993-03-06,GR,,,individual
C158726,Fu-Ping Yuen,1992,CN,,,individual
C665393,Zenith Industries Limited,,LB,,,entity
C901831,Yussof AtTikreti,,JO,,,individual
C442097,Dschammal Khoury,1974-01-11,SA,,,individual
C407284,Berg Sam M. van den,1976-12-15,MX,,,individual
C398588,DELTA AGRO Inc.,,TW,,,entity
C171508,Kuofeng Feng,1987-06-21,CN,,,individual
C324103,Alexander J. Nguyen,,DE,,,individual
C757290,Mahmoude ibn Nabile Barakate,1972-09-01,EG,,,individual
C420951,Shan Ling He,1972-09-15,TW,,,individual
C779370,Ning Hsiao Wong,1954-03,CN,,,individual
C679003,Blue Whale One Spirit,,GR,,,vessel
C591396,Nick J. Nguyen,,DE,,,individual
C564342,Zaynab ben Muhamad Azez,1990-02-09,EG,,,individual
C953119,Masoud Tabrezi,1955-04-03,GE,,,individual
C142189,William Smithjones,1983-03-02,CA,,,individual
C761310,"Pavlov, Anatoly",1952-07-02,BY,,,individual
C165165,Ismayl Awed,1958-08-21,TN,,,individual
C364062,Pavel Sergeyevich Chernov,1993-11-12,KZ,,,individual
C425012,Roman Nikolaevitsch Bondarenko,1992-03-20,BY,,,individual
C872722,Игорь Николаевич Козлов,1962-05-05,GR,,,individual
C248915,Pedro M. Petersen,1962-09-04,MX,,,individual
C768214,"Tabrezi, Zahrah",1960-05-10,UA,,,individual
C291679,Sergey Popov,1963-03-10,KZ,,,individual
C694482,Nabel Darwesh,,SA,,,individual
C569421,Maryam Karemi,1987-02-23,TJ,,,individual
C159168,Stanislav Petrov,,GR,,,individual
C498766,Joseph Dubois,1987-01-26,MX,,,individual
C380835,Anastasya Tsoiy,1978-08-22,KZ,,,individual
C190048,Summit Steel SA,,JO,,,entity
C131299,Madscheed Haded,,SA,,,individual
C560150,"Mesopotamia Aviation, Ltd.",,AE,,,entity
C800321,Nour Sadala,1977-09-16,SA,,,individual
C877001,John Rodríguez,1953-11-25,MX,,,individual
C144604,"Makarow, Timur",,BY,,,individual
C731631,Sun Lei Lan,,SG,,,individual
C778609,Said Rahemmi,1964-03-11,GE,,,individual
C649847,Nour b. Fahd Kanaen,1980-07,JO,,,individual
C939144,Yu-Wen Yang,1957-05-25,SG,,,individual
C315788,M/V Baltic Swan IV,,GR,,,vessel
C136087,Dan M. Larson,1985-12-19,GB,,,individual
C752258,Artem Lebedev,,UA,document,UA16195533,individual
C692408,Karakum Logistics G.m.b.H.,,EG,,,entity
C684080,Shahram Ahmadi,1958-08-08,TJ,,,individual
C308159,Zhi-Zhong Feng,1966-08-22,CN,,,individual
C998360,Evgeny Novikov,1990-10-24,BY,document,BY81001696,individual
C302760,Baltic Maritime Ltd,,FR,,,entity
C928623,Kammal Shaheen,,TN,,,individual
C852113,Dorothy J. O'Brien,1998-10-06,BR,,,individual
C202552,The Professor,,UA,,,individual
C300344,Hisham az-Zahrani,1972-08,JO,,,individual
C636265,Sung Shan Kun,1958-12-18,SG,,,individual
C855021,Marwen Faris,,MA,,,individual
C704240,"Pawlowa, Shanna Sergejevna",1952-08-17,GR,,,individual
C273145,Lotus Logistics Ltd.,,FR,,,entity
C722784,Andy M. Dubois,1985-01-19,CA,,,individual
C725665,Euphrates Investments SA,,TJ,,,entity
C569855,Sergeiy Ivanovich Yashin,,BY,,,individual
C398682,"Salih, Rammi",1988-05-04,EG,,,individual
C303521,MV Crimson Dawn One,,MT,,,vessel
C136194,Nicolas Kowalski,,AU,,,individual
C228175,"Lefevre, James A.",1969-01-11,AU,,,individual
C155525,Tatiana Tkachenko,,KW,,,individual
C486021,Lailah Tabrezi,1966-10-09,GR,,,individual
C668454,Parveez Rahimmi,1962,TJ,,,individual
C403857,Saed ben Ismayl Salmen,1991-03-16,CA,,,individual
C406677,An-Chun Chou,,HK,,,individual
C504257,Adnen Khoury,,AE,,,individual
C362109,Laila Moradi,,GE,,,individual
C387489,"Rahmani, Mohsin",,TJ,,,individual
C564829,Moussavi Parvez,2000-03-28,MX,,,individual
C378251,"Vanderberg, Frederick M.",1967-08-17,DE,,,individual
C426792,Feng Xia-Xin,1969,TW,,,individual
C342210,Константин Владимирович Гришин,1981,GR,,,individual
C818248,Sun Yan Lei,1975-09-18,SG,,,individual
C183362,Nizar ben Adnen El-Saba,1991-04-20,SA,,,individual
C550402,"Zamani, Ameer",1978-12-18,GE,,,individual
C312212,Alexandr Tzvetkov,,BY,document,BY60874894,individual
C662368,Xie Ting,,TW,,,individual
C904773,Ted Larsen,1960,DE,,,individual
C512498,Olson Nicholas,1997-01-11,MX,,,individual
C813110,Kathy M. Weis,1992-02-23,US,,,individual
C785880,Babs Johanson,1960,CA,,,individual
C859286,Sasha,1954-08-06,TN,,,individual
C783656,Bijen Shirazie,1956-08-28,GE,,,individual
C206367,Hamzah Hamden,1990-10-24,TN,,,individual
C859861,Betty M. Vanderberg,1978-02-16,MX,,,individual
C325021,Ahmed El-Hasheemmi,1981-02-01,SA,,,individual
C836612,"Pacific Rim Petroleum, FZ-LLC",,SG,,,entity
C159569,Ting-Ling Chen,1975-05-05,CN,,,individual
C583143,Tsuei Chuan,1997-06-27,SG,,,individual
C934555,"Amber Metals, Corporation",,AE,,,entity
C165340,"Bykov, Denis",,UA,,,individual
C105406,Jingmin Tang,1967-05-10,HK,,,individual
C986501,Xia Ying Zhao,1975-10-21,SG,,,individual
C703966,"Zaydi, Khadijah",1976-01-28,KW,,,individual
C279308,Barbara A. Du Bois,1969-09-12,GB,,,individual
C413267,"Sokolov, Maxim Nikolaevich",1972-02-06,UA,,,individual
C635365,MT Coral Queen V,,LR,,,vessel
C449839,Benjamin Meier,1963-08-20,FR,,,individual
C572074,Bijen Kermani,1984-03-28,GE,,,individual
C289851,Amer Rostami,1974-03-12,TJ,,,individual
C182774,Petrov Sergeiy,1957,GR,,,individual
C351742,He Bao,,HK,document,HK77906340,individual
C116908,Northern Lights Steel,,KW,,,entity
C576078,Arash Ahmadi,1964-09-04,TJ,,,individual
C723766,Rammen Tabrezi,1961-06-12,GE,,,individual
C220485,Stanislaw Wladimirowich Kiseljow,1994-03,KZ,,,individual
C253604,Haobao Fan,1962-06-27,HK,,,individual
C431766,Jen M. Kowalsky,1984-06-23,FR,,,individual
C498307,Hui-Ping Choi,,SG,document,SG48166791,individual
C453243,Kamal Kanaen,1953-01-12,KW,,,individual
C543000,Ar-Rashed Khaled ibn Adnen,1961-05-09,AE,,,individual
C574439,"Jafari, Mehdi",1983-03-13,GE,,,individual
C502211,The Nile Valley Aviation Corp.,,BR,,,entity
C255812,Faissal Nassir,2000-08-08,AU,,,individual
C498598,Kammaal Saadallaa,,JO,,,individual
C893679,Ali al-Hashimi,1982-09-25,AE,,,individual
C735836,Elizaveta Nikolaeva,1972,UA,,,individual
C888120,Xie Kai Zhong,,CN,,,individual
C297385,Yassir AlFarsy,,SA,,,individual
C601129,Igor Nikolaevich Chaikovsky,1980-08-28,KZ,,,individual
C884187,Yenisei Steel Ltd,,FR,,,entity
C320184,Mahmoud bin Muhammad Sulten,1975,KW,,,individual
C657183,Storm Petrel Spirit,,PA,,,vessel
C329290,Francisco Rodrigues,,CA,,,individual
C859064,Nour al-Jabouri,1953,TN,,,individual
C897700,Ameenah Faris,,JO,,,individual
C901809,Ricky Ferreira,1961-11-19,FR,,,individual
C636054,Niloufar Rahemi,1998-10-05,TJ,,,individual
C606822,"Fedorova, Ielizaveta",,UA,,,individual
C960355,Long Long Liang,1998-11-18,SG,,,individual
C581569,Majeed Farahani,,GE,,,individual
C985553,"Mahdi, Omar",1984-10-11,EG,document,EG92857119,individual
C896623,"Meridian Freight, SA",,LB,,,entity
C406221,The Tigris Freight Co,,BY,,,entity
C700610,"Popov, Andreiy",1969-07-02,BY,,,individual
C869312,TABRIZ STEEL S.A.,,HK,,,entity
C123523,Chih Lu,1998-05-06,CN,,,individual
C713960,Mahsahe Hachimmi,,GE,,,individual
C602564,Pao Sun,1958-10-02,TW,,,individual
C586670,Saaid Ebraheemmi,1975-06-07,GE,document,GE31624259,individual
C399792,"Zaydi, Mustafah",1975-11-13,JO,,,individual
C672893,Omare El Sabahe,1953,SA,,,individual
C429635,Falcon Construction Sociedad Anonima,,FR,,,entity
C478197,Ismayle Sadala,1993-12-12,SA,,,individual
C548347,Behrouz Ghasemi,1991-09-19,TJ,,,individual
C209636,"Salleh, Marwaan",1995-12-09,EG,,,individual
C293926,Massoud Rahemi,1958-07-28,GE,document,GE31199254,individual
C295852,Anastasiya Mikhailovna Sokolova,1978-04-15,BY,,,individual
C825938,Elisabeth M. Schmid,1997-08-05,GB,,,individual
C599227,John J. O Brien,,GB,,,individual
C658252,Vyacheslav Vladimirovich Semenov,1999-01-11,KZ,,,individual
C642572,Night Hawk,,MH,imo,IMO9587094,vessel
C694480,Wen Mah,1967-06-13,CN,,,individual
C832928,"Tsoiy, Konstantin",1977-09-06,BY,document,BY14247679,individual
C234368,Vyacheslav Ivanov,1953-09-14,KZ,,,individual
C571458,Ibrahem al-Farsi,1964-07-08,AE,,,individual
C778234,Abdoollah b. Marwen Barakat,1962,SA,,,individual
C533445,Massoud Zamani,1968-05-19,GE,,,individual
C854272,Orion Textiles,,MA,,,entity
C794851,Luo Gangrui,1973-07-07,CN,,,individual
C465527,Anatoly Belousov,1970-09,BY,,,individual
C851716,Maryam Ahmadi,1954-12-24,GE,,,individual
C851914,Unnamed hull,,PA,imo,IMO9297126,vessel
C254822,"Ad-Douri, Muhammed",,US,,,individual
C672274,Hashimmi Majeed,1991-04-25,TJ,,,individual
C315402,Fiodor Shevchenko,,BY,,,individual
C639615,Faissal Hamden,1979-07-11,MA,,,individual
C761431,Nadezhda Semionova,1987-07-20,GR,,,individual
C899899,Jamie A. Schmidt,1966,FR,,,individual
C700819,Marlin Star,,LR,,,vessel
C853775,Yang Chunwei,1968-05-12,CN,,,individual
C886589,Leilla Farahani,1969-01-28,GE,,,individual
C917145,Thomas M. O Brien,1955,US,,,individual
C764559,Marina Belousova,1976-08-02,KZ,,,individual
C420124,Sheren Ghassimmi,,GE,,,individual
C646280,Hamed Mousavi,,GE,,,individual
C513419,Dallal bin Kamal Shamsi,1979-02,EG,,,individual
C266355,Vessel Black Tide,,SG,imo,IMO9968163,vessel
